Geneid	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL53_D_S42Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL53_V_S52Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL59_D_S19Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL50_V_S38Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL56_V_S7Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL69_D_S11Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL63_D_S15Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL50_D_S13Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL67_D_S22Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL67_V_S74Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL65_V_S69Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL59_V_S72Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL65_D_S48Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL56_D_S25Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL69_V_S39Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL63_V_S8Aligned.sortedByCoord.out.bam
ENSG00000207379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137942	1686	1837	1225	1408	1735	2138	1322	1916	1160	2033	1198	2472	2509	1492	1191	1872
ENSG00000212601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137936	876	768	469	656	579	615	489	874	436	819	591	834	1041	633	466	635
ENSG00000224093	0	0	0	0	0	2	3	0	0	1	1	2	3	1	0	1
ENSG00000211575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260464	5	2	0	1	5	2	5	1	2	1	5	6	12	2	2	4
ENSG00000067334	738	889	500	677	873	1013	641	792	498	867	605	1042	1162	768	503	834
ENSG00000023909	871	1049	559	651	836	222	134	773	86	162	91	1292	186	788	130	144
ENSG00000223490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198691	30	41	23	24	45	12	9	31	7	13	11	54	11	33	10	12
ENSG00000233482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137962	802	900	658	621	885	1073	624	771	539	1124	770	1341	1232	747	754	885
ENSG00000264963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226835	1	2	0	1	0	0	0	0	1	0	2	1	4	1	4	5
ENSG00000178596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236098	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000232918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286692	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0
ENSG00000117528	939	1163	633	843	925	1298	740	1019	632	961	781	1394	1391	887	719	875
ENSG00000117525	73	111	61	70	97	29	46	66	31	60	28	133	70	86	31	38
ENSG00000223675	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000224081	28	28	15	26	25	9	5	15	13	16	10	36	17	19	13	5
ENSG00000232857	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000263526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143036	85	107	55	64	47	63	66	88	59	76	70	126	113	57	69	67
ENSG00000117519	777	940	536	751	806	5973	3894	716	3589	5672	4278	1077	7776	674	4070	5171
ENSG00000235501	3	4	5	3	2	47	31	0	24	35	30	6	49	7	25	28
ENSG00000172339	105	105	57	89	77	97	137	80	108	168	126	122	194	67	102	138
ENSG00000230427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152078	403	475	262	334	412	733	441	384	401	628	396	577	876	339	426	571
ENSG00000271092	10	10	4	9	5	9	11	11	8	11	6	10	15	9	5	14
ENSG00000231992	0	1	0	1	0	0	0	1	0	1	1	2	1	0	1	0
ENSG00000206679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226026	2	7	1	1	2	3	6	1	8	6	1	4	14	0	7	3
ENSG00000122481	44	47	31	33	35	97	65	48	45	83	60	56	101	45	60	97
ENSG00000228852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287919	0	2	0	1	1	0	0	0	1	0	0	1	0	1	0	1
ENSG00000228504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233907	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	1
ENSG00000228971	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0
ENSG00000271252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200800	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231987	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228502	2	4	2	0	1	2	1	4	2	5	3	5	3	4	3	1
ENSG00000241992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137970	32	48	13	33	30	45	17	32	41	40	28	51	64	23	36	44
ENSG00000223229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117569	105	170	100	100	135	186	131	121	118	220	125	244	246	113	128	171
ENSG00000188641	90	118	57	59	91	1	0	71	0	1	1	129	0	89	3	1
ENSG00000232878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228057	0	0	0	0	0	0	0	1	1	3	0	0	0	0	3	0
ENSG00000226128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270911	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225206	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
ENSG00000259946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000284247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000280040	1	1	1	0	1	0	0	1	0	0	0	4	0	1	0	0
ENSG00000162627	307	402	210	220	287	0	1	300	0	0	0	455	2	269	0	0
ENSG00000117598	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117600	15	7	5	10	5	0	1	14	2	0	1	14	0	8	1	0
ENSG00000233983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099260	165	96	92	71	67	94	64	148	88	103	50	94	127	120	62	79
ENSG00000223656	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000156869	120	154	78	101	95	366	210	112	201	298	227	173	398	104	189	261
ENSG00000201491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162688	416	534	326	343	448	1084	638	381	609	860	584	684	1220	343	589	745
ENSG00000228084	7	2	6	3	4	6	4	6	4	6	4	6	10	6	3	8
ENSG00000117620	1129	1537	721	942	1188	938	519	1042	476	686	412	1634	992	1003	497	607
ENSG00000283761	3	17	7	8	12	16	5	8	4	7	6	18	7	9	10	5
ENSG00000212248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156875	60	64	44	35	56	80	44	41	38	71	44	47	97	38	47	51
ENSG00000241073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156876	304	391	160	183	278	419	271	203	244	370	232	327	440	237	267	310
ENSG00000226952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122435	143	196	119	106	150	298	191	143	203	298	179	236	397	113	172	252
ENSG00000122477	2	5	1	0	4	3	2	2	1	7	4	4	5	1	2	3
ENSG00000137992	470	636	346	379	474	947	691	495	580	886	599	808	1205	445	535	740
ENSG00000271415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285530	0	1	0	0	1	2	0	0	2	0	1	0	0	0	0	1
ENSG00000230287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224616	16	19	12	19	19	76	48	21	32	51	36	30	60	18	32	63
ENSG00000137996	353	422	207	255	324	171	135	315	116	131	118	456	224	304	99	175
ENSG00000207750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079335	40	69	51	25	53	67	48	49	58	72	41	64	77	38	51	62
ENSG00000234332	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000181656	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000213421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000224685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162692	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000162694	90	117	46	62	68	267	178	79	160	251	169	111	289	64	183	171
ENSG00000273204	4	1	0	0	2	4	0	6	0	7	5	2	5	7	2	1
ENSG00000162695	679	825	425	550	643	946	691	684	562	865	610	1049	1144	575	554	804
ENSG00000230946	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1
ENSG00000117543	157	210	122	143	135	300	177	189	185	258	187	222	319	145	152	223
ENSG00000235795	0	2	1	4	3	0	0	0	0	4	2	3	1	2	0	1
ENSG00000233184	69	89	52	53	45	95	72	62	58	105	70	93	106	48	59	75
ENSG00000252765	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170989	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
ENSG00000228399	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
ENSG00000173810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183298	0	2	0	0	0	0	1	0	1	0	2	0	1	1	0	0
ENSG00000118733	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000252717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162699	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233359	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000230864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000060718	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1
ENSG00000234257	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000230759	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224613	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000222069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185946	189	210	124	128	181	215	170	160	175	235	188	296	280	154	161	218
ENSG00000240038	23	25	21	27	27	3	2	17	3	2	0	40	2	16	0	2
ENSG00000236085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215869	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1
ENSG00000228347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285981	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230768	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000227850	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0
ENSG00000237897	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000232952	1	1	0	1	1	0	0	1	1	2	1	0	1	0	2	0
ENSG00000233047	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ENSG00000237480	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSG00000230932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233449	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
ENSG00000232551	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
ENSG00000237460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198890	440	477	283	351	370	403	359	401	267	423	305	532	647	358	263	397
ENSG00000162631	1	2	0	0	2	16	5	1	4	7	5	5	10	0	6	12
ENSG00000224550	1	3	1	0	0	1	0	0	0	0	1	0	1	0	0	3
ENSG00000134215	499	686	287	498	487	2536	1848	406	1881	2986	2282	748	3586	362	2025	2376
ENSG00000275455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226822	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ENSG00000085491	1138	1413	810	1032	1241	1453	882	1265	774	1145	792	1788	1620	1026	858	1073
ENSG00000260879	3	0	1	0	1	0	1	0	1	0	2	3	1	0	0	0
ENSG00000280186	3	4	1	1	2	3	1	2	0	1	0	3	2	3	1	1
ENSG00000196427	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000238122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241361	0	0	0	0	0	4	7	0	4	5	9	0	11	0	5	9
ENSG00000243967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186086	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000283354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226483	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000162636	389	605	256	331	416	439	374	356	266	431	291	724	511	389	242	394
ENSG00000162639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134186	330	398	310	310	367	358	246	403	200	375	221	574	431	307	207	316
ENSG00000143107	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000232971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116266	392	402	280	335	432	540	327	502	305	470	280	616	611	384	263	400
ENSG00000228076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162641	6	1	6	1	2	8	3	7	3	5	2	7	10	10	1	1
ENSG00000203897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121957	969	875	599	362	649	1619	959	738	943	1096	717	1016	1847	728	700	934
ENSG00000121940	442	557	281	387	511	484	339	499	303	504	391	711	693	384	334	431
ENSG00000085433	242	227	133	178	233	186	159	239	124	181	125	360	261	182	124	204
ENSG00000237349	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000244716	42	39	8	18	20	13	19	28	5	11	16	40	27	30	16	14
ENSG00000228665	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000228054	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197780	101	127	149	108	196	170	110	212	80	154	60	307	224	200	48	151
ENSG00000273382	4	12	7	10	6	19	14	13	25	40	31	10	52	9	18	33
ENSG00000215717	437	450	274	302	381	587	459	426	462	667	456	576	832	346	412	549
ENSG00000278249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270066	2	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1
ENSG00000251484	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000179902	3	1	0	0	0	19	4	3	7	16	5	0	9	0	15	4
ENSG00000116299	1693	1828	997	1626	1582	2716	1853	1835	1874	2996	1977	2302	3491	1263	1769	2421
ENSG00000031698	1064	1152	675	958	1035	1173	925	977	749	1205	813	1356	1518	890	828	1262
ENSG00000143126	451	553	313	327	410	132	135	358	121	258	195	928	296	374	134	155
ENSG00000134222	229	287	151	111	199	241	160	116	148	255	171	263	304	180	154	190
ENSG00000221986	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000134243	1402	1602	1147	1074	1396	2774	1844	1319	1609	2946	2241	2234	3642	1176	1771	2457
ENSG00000143106	1517	1615	882	1253	1383	1152	845	1404	633	1027	944	2115	1501	1223	786	1037
ENSG00000143028	10	14	2	8	5	14	8	8	7	10	10	11	10	5	7	9
ENSG00000162650	47	35	25	34	40	35	20	25	18	34	22	50	39	35	11	23
ENSG00000174151	226	244	147	191	216	139	118	257	69	197	158	357	241	202	83	186
ENSG00000181754	158	144	96	130	113	137	101	154	81	152	94	197	184	141	84	127
ENSG00000156097	2	2	0	1	2	9	0	0	3	1	1	2	1	1	2	1
ENSG00000254942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065135	1866	2080	1233	1484	1817	2170	1455	1828	1103	1858	1414	2719	2557	1645	1293	1705
ENSG00000206832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134183	0	0	0	0	1	0	1	1	1	3	2	0	1	0	2	0
ENSG00000116337	255	285	171	187	238	127	105	239	78	172	112	372	206	215	98	145
ENSG00000228703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235045	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000168765	99	92	58	69	108	221	170	84	140	252	163	93	339	73	161	210
ENSG00000213366	2	1	3	3	0	199	149	2	117	251	185	6	294	1	164	172
ENSG00000134184	0	1	1	1	0	2	1	0	0	3	1	1	3	0	0	0
ENSG00000260246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134201	1	3	2	1	2	3	4	2	7	2	2	1	3	1	5	6
ENSG00000241720	7	2	0	4	2	9	11	5	3	11	10	3	31	3	11	12
ENSG00000134202	325	250	178	220	161	5825	4921	277	4274	6800	5736	253	9263	205	4205	6289
ENSG00000198758	1	1	1	1	2	0	0	0	1	0	0	1	0	0	0	0
ENSG00000224927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228420	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0
ENSG00000235005	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261055	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
ENSG00000184371	29	29	17	12	23	17	3	28	10	13	4	42	24	32	13	12
ENSG00000168710	1598	1915	1388	1215	1782	1349	768	1661	868	1364	953	2738	1713	1523	911	1174
ENSG00000143093	540	555	369	429	494	329	262	504	222	388	317	762	496	463	220	356
ENSG00000258634	84	79	49	54	73	75	76	71	67	135	101	108	145	45	58	96
ENSG00000156150	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258673	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000186150	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000197106	39	46	32	18	31	53	39	28	35	83	66	66	73	39	49	72
ENSG00000227091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224965	0	0	1	3	1	0	0	0	1	0	0	4	0	2	0	0
ENSG00000116396	108	97	84	67	84	55	38	84	31	42	47	208	77	90	29	28
ENSG00000282852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227963	4	4	4	2	4	0	1	3	1	0	4	4	2	3	1	1
ENSG00000162775	695	736	459	485	578	571	414	580	384	606	419	918	817	514	351	503
ENSG00000224699	52	70	28	43	52	74	59	44	77	102	67	91	103	48	69	72
ENSG00000168679	7	9	6	6	6	47	16	7	25	40	24	10	43	7	17	25
ENSG00000273373	48	78	51	45	40	95	65	46	75	113	90	125	147	44	66	108
ENSG00000134248	668	784	502	570	652	437	333	631	336	534	363	977	710	612	309	406
ENSG00000143125	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235407	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177301	0	0	0	0	6	0	0	0	6	1	0	1	0	0	3	0
ENSG00000259834	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000177272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237415	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000232791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143119	1	1	0	0	0	0	3	1	1	0	0	0	1	1	0	0
ENSG00000261654	40	62	32	41	60	18	24	55	32	30	28	101	51	50	25	21
ENSG00000232811	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121931	510	564	309	394	470	1069	736	428	568	888	600	766	1128	386	713	883
ENSG00000273010	3	10	3	8	4	11	2	3	5	9	8	5	5	4	5	7
ENSG00000225672	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156171	722	828	408	642	713	525	294	670	382	555	347	1105	648	541	316	470
ENSG00000134255	577	769	439	460	568	645	436	539	429	691	449	999	827	529	411	574
ENSG00000272982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273221	22	26	3	14	24	11	7	18	10	11	9	38	19	17	6	13
ENSG00000162777	1073	1251	626	807	957	534	418	801	447	822	525	1579	856	785	448	581
ENSG00000064886	1	0	1	1	0	0	2	2	3	1	0	2	0	1	1	1
ENSG00000236040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203878	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000134216	0	2	0	0	1	6	0	1	3	0	0	0	0	0	1	0
